Pond,Night,Species_ID,Time,VegDen,SurCov,CanCov,Area
B_NC,3,EPTFUS,2,3,2,2,5450
B_QP,3,LASCIN,2,3,1,2,2496
B_TP,3,EPTFUS,2,2,1,1,1429
B_TP,3,EPTFUS,2,2,1,1,1429
B_TP,3,EPTFUS,2,2,1,1,1429
B_TP,3,EPTFUS,2,2,1,1,1429
H_BP,3,LASNOC,2,2,2,2,1926
H_BP,3,LASNOC,2,2,2,2,1926
H_BP,3,LASNOC,2,2,2,2,1926
H_15,3,LASCIN,2,3,3,1,1614
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,EPTFUS,2,3,1,1,11479
H_LP,3,LASCIN,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,LASNOC,2,3,1,1,11479
H_LP,3,MYOLUC,2,3,1,1,11479
H_LP,3,MYOLUC,2,3,1,1,11479
H_LP,3,MYOLUC,2,3,1,1,11479
B_NC,3,EPTFUS,1,3,2,2,5450
B_QP,3,LASCIN,1,3,1,2,2496
B_QP,3,LASCIN,1,3,1,2,2496
B_SM,3,EPTFUS,1,3,1,1,2765
B_SM,3,EPTFUS,1,3,1,1,2765
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,EPTFUS,1,2,1,1,1429
B_TP,3,LASBOR,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASCIN,1,2,1,1,1429
B_TP,3,LASNOC,1,2,1,1,1429
B_TP,3,MYOLUC,1,2,1,1,1429
H_BP,3,EPTFUS,1,2,2,2,1926
H_BP,3,EPTFUS,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_BP,3,LASNOC,1,2,2,2,1926
H_15,3,LASNOC,1,3,3,1,1614
H_15,3,LASNOC,1,3,3,1,1614
H_15,3,LASNOC,1,3,3,1,1614
H_15,3,LASNOC,1,3,3,1,1614
H_LP,3,EPTFUS,1,3,1,1,11479
H_LP,3,EPTFUS,1,3,1,1,11479
H_LP,3,EPTFUS,1,3,1,1,11479
H_LP,3,EPTFUS,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
H_LP,3,LASNOC,1,3,1,1,11479
B_NC,3,EPTFUS,0,3,2,2,5450
B_NC,3,EPTFUS,0,3,2,2,5450
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,EPTFUS,0,3,1,2,2496
B_QP,3,LASCIN,0,3,1,2,2496
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,EPTFUS,0,2,1,1,1429
B_TP,3,LASCIN,0,2,1,1,1429
B_TP,3,LASCIN,0,2,1,1,1429
B_TP,3,LASCIN,0,2,1,1,1429
B_TP,3,LASCIN,0,2,1,1,1429
B_TP,3,LASCIN,0,2,1,1,1429
H_BP,3,EPTFUS,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_BP,3,LASNOC,0,2,2,2,1926
H_15,3,EPTFUS,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_15,3,LASNOC,0,3,3,1,1614
H_LP,3,EPTFUS,0,3,1,1,11479
H_LP,3,EPTFUS,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,LASNOC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
H_LP,3,MYOLUC,0,3,1,1,11479
B_NC,3,EPTFUS,23,3,2,2,5450
B_NC,3,EPTFUS,23,3,2,2,5450
B_NC,3,EPTFUS,23,3,2,2,5450
B_NC,3,LASCIN,23,3,2,2,5450
B_NC,3,LASCIN,23,3,2,2,5450
B_NC,3,MYOLUC,23,3,2,2,5450
B_NC,3,MYOLUC,23,3,2,2,5450
B_NC,3,MYOLUC,23,3,2,2,5450
B_NC,3,MYOLUC,23,3,2,2,5450
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
B_QP,3,EPTFUS,23,3,1,2,2496
